content_id,avg_polarity,review_count,pct_positive,pct_neutral,pct_negative,avg_subjectivity,avg_acting_score,avg_plot_score,avg_visual_score
M1708135,0.168,5,60.0,40.0,0.0,0.596,0.0,0.2,0.0
M1709143,-0.36,5,0.0,40.0,60.0,0.546,0.004,-0.143,0.0
M1710396,-0.375,5,0.0,40.0,60.0,0.641,0.004,-0.094,0.0
M1710417,-0.216,5,0.0,60.0,40.0,0.52,0.027,0.027,0.0
M1711018,0.055,5,60.0,0.0,40.0,0.689,0.031,0.023,0.217
M1711425,-0.381,5,20.0,20.0,60.0,0.488,-0.096,-0.096,0.0
M1711525,-0.245,5,20.0,40.0,40.0,0.648,0.0,-0.196,0.0
M1712170,-0.132,5,20.0,40.0,40.0,0.484,-0.061,0.003,0.0
M1712192,0.062,5,40.0,40.0,20.0,0.601,0.0,0.25,0.0
M1712261,-0.067,5,20.0,40.0,40.0,0.68,0.0,0.15,0.0
M1713440,0.1,5,40.0,40.0,20.0,0.538,0.104,0.104,0.0
M1713476,0.11,5,40.0,40.0,20.0,0.607,0.051,0.154,0.0
M1714203,-0.4,5,20.0,0.0,80.0,0.686,-0.1,-0.123,0.123
M1714206,-0.017,5,40.0,20.0,40.0,0.583,-0.162,-0.05,0.0
M1714208,-0.347,5,20.0,20.0,60.0,0.66,0.045,-0.343,0.0
M1714209,0.501,5,80.0,20.0,0.0,0.682,0.193,0.35,0.093
M1714210,0.066,5,40.0,20.0,40.0,0.575,0.104,0.182,0.0
M1714833,0.147,5,40.0,40.0,20.0,0.586,0.0,0.15,0.0
M1714866,0.098,5,60.0,40.0,0.0,0.457,0.03,0.0,0.0
M1714915,0.212,5,40.0,60.0,0.0,0.562,0.107,0.125,0.093
M1714917,0.324,5,60.0,40.0,0.0,0.599,0.282,0.204,0.078
M1715336,-0.066,5,40.0,40.0,20.0,0.569,0.0,-0.047,0.0
M1715873,0.071,5,40.0,40.0,20.0,0.705,0.224,-0.016,0.093
M1716772,0.315,5,80.0,0.0,20.0,0.711,0.0,0.353,0.123
M1716777,0.253,5,60.0,40.0,0.0,0.603,0.043,0.237,0.123
M1717715,-0.48,5,0.0,20.0,80.0,0.64,-0.076,-0.223,0.0
M1718199,0.402,5,60.0,40.0,0.0,0.682,0.127,0.327,0.101
M1718924,-0.002,5,20.0,60.0,20.0,0.361,0.078,0.04,0.0
M1720616,-0.232,5,20.0,20.0,60.0,0.441,0.061,0.013,0.0
M1723121,0.225,5,60.0,20.0,20.0,0.584,0.231,0.1,0.093
M1723811,0.1,5,40.0,40.0,20.0,0.658,0.14,0.14,0.0
M1724962,-0.023,5,20.0,40.0,40.0,0.462,0.019,0.169,0.0
M1724970,-0.37,5,0.0,20.0,80.0,0.517,0.0,-0.074,0.0
M1725969,0.501,5,80.0,20.0,0.0,0.64,0.104,0.504,0.0
M1725986,-0.144,5,0.0,60.0,40.0,0.483,0.027,0.027,0.0
M1726592,-0.078,5,0.0,80.0,20.0,0.451,0.021,0.021,0.0
M1726669,-0.052,5,20.0,60.0,20.0,0.49,0.013,0.013,0.0
M1727388,0.254,5,60.0,20.0,20.0,0.631,0.035,0.277,0.123
M1727770,-0.023,5,20.0,60.0,20.0,0.565,-0.096,0.054,0.0
M1727776,0.214,5,60.0,20.0,20.0,0.739,0.128,0.229,0.247
M1727824,0.328,5,80.0,0.0,20.0,0.677,0.0,0.453,0.123
M1728196,0.343,5,80.0,20.0,0.0,0.608,0.223,0.2,0.093
M1730687,-0.311,5,0.0,60.0,40.0,0.437,0.021,0.021,0.0
M1730768,0.057,5,40.0,40.0,20.0,0.457,0.007,-0.087,0.093
M1731141,0.192,5,60.0,20.0,20.0,0.503,0.127,0.165,0.078
M1731697,-0.451,5,20.0,0.0,80.0,0.659,-0.053,-0.345,0.0
M1731701,-0.239,5,0.0,60.0,40.0,0.429,-0.057,-0.132,0.0
M1733105,0.127,5,60.0,20.0,20.0,0.692,0.1,0.28,0.0
M1734433,-0.046,5,0.0,80.0,20.0,0.509,0.0,0.0,0.0
M1734493,-0.03,5,20.0,40.0,40.0,0.509,0.0,0.123,0.123
M1735898,-0.394,5,0.0,40.0,60.0,0.56,0.004,-0.143,0.0
M1736633,0.354,5,80.0,0.0,20.0,0.682,-0.007,0.273,0.217
M1740047,0.228,5,60.0,0.0,40.0,0.692,-0.1,0.323,0.123
M1740707,0.072,5,40.0,40.0,20.0,0.58,0.03,0.08,0.0
M1741225,0.457,5,80.0,20.0,0.0,0.525,0.241,0.221,0.093
M1741243,-0.486,5,0.0,20.0,80.0,0.585,0.0,-0.149,0.0
M1741273,0.197,5,40.0,40.0,20.0,0.676,0.078,0.123,0.202
M1741542,0.061,5,20.0,80.0,0.0,0.371,0.031,0.097,0.0
M1742044,0.049,5,40.0,40.0,20.0,0.599,0.12,0.004,0.078
M1742334,-0.032,5,20.0,40.0,40.0,0.574,0.093,0.0,0.093
M1742336,0.231,5,40.0,40.0,20.0,0.589,0.004,0.277,0.123
M1742650,-0.12,5,0.0,80.0,20.0,0.517,0.013,0.013,0.0
M1743720,0.325,5,60.0,40.0,0.0,0.575,0.182,0.133,0.295
M1743993,-0.423,5,0.0,40.0,60.0,0.623,0.004,-0.289,0.0
M1745787,-0.056,5,40.0,20.0,40.0,0.629,0.168,0.032,0.0
M1747958,-0.28,5,0.0,60.0,40.0,0.474,-0.061,-0.135,0.0
M1748122,0.134,5,40.0,40.0,20.0,0.427,0.113,0.113,0.0
M1748179,0.275,5,40.0,60.0,0.0,0.693,0.1,0.25,0.0
M1748207,0.131,5,40.0,40.0,20.0,0.615,0.004,0.277,0.123
M1748227,-0.256,5,0.0,60.0,40.0,0.506,0.019,-0.056,0.0
M1753383,0.186,5,40.0,60.0,0.0,0.603,0.004,0.154,0.0
M1753496,-0.015,5,20.0,60.0,20.0,0.539,0.004,0.154,0.0
M1753813,0.223,5,40.0,60.0,0.0,0.63,0.097,0.154,0.093
M1754656,0.149,5,60.0,0.0,40.0,0.655,-0.022,0.173,0.102
M1756750,0.211,5,40.0,60.0,0.0,0.515,0.047,0.167,0.0
M1756799,-0.421,5,20.0,0.0,80.0,0.513,-0.076,-0.009,0.0
M1756851,-0.247,5,20.0,20.0,60.0,0.684,0.0,-0.047,0.0
M1757742,-0.132,5,20.0,20.0,60.0,0.658,0.0,0.003,0.0
M1757746,-0.03,5,20.0,60.0,20.0,0.607,0.101,0.008,0.093
M1757800,0.238,5,40.0,60.0,0.0,0.559,0.127,0.227,0.0
M1758595,-0.598,5,0.0,20.0,80.0,0.616,0.004,-0.339,0.0
M1758610,0.274,5,60.0,40.0,0.0,0.564,0.137,0.137,0.217
M1758692,0.3,5,60.0,40.0,0.0,0.607,0.03,0.25,0.0
M1758795,-0.348,5,0.0,60.0,40.0,0.599,-0.096,-0.243,0.0
M1758810,-0.484,5,0.0,40.0,60.0,0.551,0.027,-0.364,0.0
M1758830,-0.041,5,0.0,100.0,0.0,0.62,0.0,0.0,0.0
M1760967,0.239,5,40.0,60.0,0.0,0.608,0.093,0.15,0.093
M1762399,-0.204,5,20.0,20.0,60.0,0.517,0.013,-0.083,-0.183
M1763264,-0.341,5,0.0,60.0,40.0,0.556,0.013,-0.133,0.0
M1763303,-0.3,5,20.0,20.0,60.0,0.652,-0.107,-0.298,0.093
M1764183,0.102,5,20.0,80.0,0.0,0.598,0.138,0.138,0.0
M1764234,-0.134,5,20.0,40.0,40.0,0.515,0.034,-0.094,0.0
M1764275,-0.126,5,20.0,60.0,20.0,0.489,0.0,-0.147,0.0
M1764651,-0.007,5,40.0,40.0,20.0,0.497,0.146,-0.028,0.0
M1766094,-0.375,5,0.0,40.0,60.0,0.535,0.004,-0.217,0.0
M1767354,0.287,5,40.0,60.0,0.0,0.573,0.153,0.303,0.0
M1767372,-0.29,5,0.0,60.0,40.0,0.471,0.013,-0.085,0.0
M1767382,-0.309,5,0.0,60.0,40.0,0.511,0.013,0.013,0.0
M1769363,0.075,5,40.0,40.0,20.0,0.567,0.113,0.078,0.0
M1770672,-0.376,5,20.0,0.0,80.0,0.743,0.027,-0.218,0.0
M1770734,-0.465,5,0.0,20.0,80.0,0.579,0.0,-0.147,0.0
M1772240,-0.368,5,0.0,40.0,60.0,0.538,0.004,-0.094,0.0
M1772250,0.32,5,80.0,20.0,0.0,0.502,0.238,0.113,0.093
M1772264,0.174,5,40.0,60.0,0.0,0.668,0.131,0.0,0.093
M1772288,0.244,5,40.0,60.0,0.0,0.606,0.017,0.241,0.224
M1772341,0.329,5,60.0,40.0,0.0,0.637,0.078,0.188,0.279
M1772424,0.745,5,100.0,0.0,0.0,0.743,0.22,0.538,0.093
M1772925,0.186,5,60.0,20.0,20.0,0.473,0.135,0.19,0.0
M1773753,-0.514,5,0.0,20.0,80.0,0.609,-0.1,-0.345,0.0
M1777034,0.349,5,60.0,0.0,40.0,0.742,0.127,0.4,0.123
M1777551,0.019,5,20.0,80.0,0.0,0.328,0.036,0.014,0.0
M1778304,-0.084,5,0.0,80.0,20.0,0.426,0.04,0.04,0.0
M1778338,0.573,5,100.0,0.0,0.0,0.683,0.32,0.427,0.093
M1779076,-0.069,5,20.0,60.0,20.0,0.548,0.093,-0.147,0.093
M1780762,0.021,5,40.0,20.0,40.0,0.609,-0.048,0.075,0.123
M1780798,-0.291,5,20.0,20.0,60.0,0.731,0.127,-0.167,0.0
M1781058,-0.382,5,0.0,40.0,60.0,0.482,0.027,-0.266,0.0
M1781769,-0.235,5,0.0,80.0,20.0,0.51,0.011,-0.135,0.0
M1781827,0.097,5,40.0,60.0,0.0,0.436,0.116,0.023,0.093
M1781922,-0.246,5,0.0,60.0,40.0,0.394,0.03,-0.044,0.0
M1783232,0.141,5,40.0,40.0,20.0,0.59,0.104,0.254,0.0
M1783732,-0.063,5,40.0,20.0,40.0,0.431,-0.038,-0.1,0.0
M1784538,0.201,5,60.0,20.0,20.0,0.648,0.22,0.08,0.093
M1785612,0.368,5,60.0,20.0,20.0,0.628,0.3,0.3,0.0
M1785635,-0.15,5,0.0,80.0,20.0,0.41,-0.079,-0.079,0.0
M1786751,0.055,5,40.0,40.0,20.0,0.624,0.091,-0.096,0.187
M1787660,0.183,5,40.0,60.0,0.0,0.598,0.004,0.207,0.123
M1787988,-0.082,5,20.0,20.0,60.0,0.611,-0.1,0.023,0.123
M1788391,0.567,5,80.0,20.0,0.0,0.769,0.004,0.524,0.37
M1790809,0.138,5,40.0,40.0,20.0,0.557,0.108,0.091,0.093
M1790834,-0.415,5,0.0,40.0,60.0,0.558,-0.083,-0.229,0.0
M1790864,-0.205,5,20.0,40.0,40.0,0.469,0.0,-0.047,0.0
M1790869,-0.552,5,0.0,20.0,80.0,0.583,0.004,-0.143,0.0
M1790885,0.465,5,60.0,40.0,0.0,0.56,0.12,0.327,0.093
M1790886,-0.331,5,0.0,60.0,40.0,0.613,0.004,-0.289,0.0
M1791528,0.091,5,40.0,40.0,20.0,0.624,-0.003,0.005,0.194
M1791614,-0.171,5,20.0,40.0,40.0,0.594,-0.096,-0.143,0.0
M1791682,0.025,5,20.0,60.0,20.0,0.67,0.13,0.13,0.0
M1792647,0.025,5,20.0,60.0,20.0,0.574,0.004,0.104,0.0
M1795702,0.309,5,60.0,40.0,0.0,0.593,0.224,0.1,0.093
M1797504,0.055,5,40.0,40.0,20.0,0.624,0.091,-0.096,0.187
M1798188,0.25,5,40.0,60.0,0.0,0.679,0.213,0.213,0.077
M1798243,0.051,5,20.0,80.0,0.0,0.559,0.013,0.137,0.123
M1798603,-0.151,5,20.0,40.0,40.0,0.591,0.004,0.056,0.0
M1798684,0.416,5,80.0,20.0,0.0,0.613,0.145,0.227,0.217
M1798709,0.192,5,60.0,20.0,20.0,0.567,0.244,0.213,0.0
M1800241,0.204,5,40.0,60.0,0.0,0.566,0.191,0.004,0.187
M1800246,0.017,5,20.0,60.0,20.0,0.634,-0.096,0.054,0.0
M1800302,0.028,5,40.0,40.0,20.0,0.5,0.107,0.113,0.093
M1800338,0.138,5,60.0,20.0,20.0,0.511,0.045,0.167,0.101
M1800741,0.441,5,80.0,0.0,20.0,0.583,0.293,0.267,0.093
M1801061,-0.121,5,0.0,80.0,20.0,0.659,0.004,0.004,0.0
M1801552,-0.57,5,0.0,20.0,80.0,0.679,0.0,-0.293,0.0
M1802197,0.245,5,40.0,60.0,0.0,0.605,0.192,0.113,0.078
M1807944,-0.249,5,20.0,20.0,60.0,0.675,0.004,-0.091,0.0
M1808454,0.386,5,60.0,40.0,0.0,0.573,0.004,0.377,0.155
M1809231,-0.108,5,20.0,60.0,20.0,0.353,-0.042,-0.042,0.0
M1809398,0.362,5,60.0,40.0,0.0,0.635,0.101,0.232,0.318
M1810683,0.036,5,20.0,80.0,0.0,0.514,0.051,0.013,0.0
M1810697,-0.218,5,0.0,60.0,40.0,0.398,0.04,-0.106,0.0
M1814621,-0.321,5,20.0,20.0,60.0,0.625,-0.096,-0.119,0.123
M1814836,0.333,5,80.0,20.0,0.0,0.455,0.142,0.115,0.093
M1815708,-0.317,5,20.0,20.0,60.0,0.525,0.093,-0.206,0.078
M1815852,0.027,5,20.0,80.0,0.0,0.521,0.008,0.108,0.0
M1815862,-0.349,5,0.0,40.0,60.0,0.589,0.004,0.004,0.0
M1816518,0.318,5,60.0,40.0,0.0,0.561,0.013,0.325,0.048
M1817081,-0.179,5,20.0,40.0,40.0,0.582,-0.07,-0.1,0.0
M1817273,0.265,5,60.0,20.0,20.0,0.634,0.176,0.056,0.172
M1817771,-0.17,5,20.0,20.0,60.0,0.62,-0.2,-0.077,0.123
M1820488,0.02,5,20.0,60.0,20.0,0.524,0.013,0.013,0.0
M1821426,0.133,5,40.0,40.0,20.0,0.472,0.092,0.114,0.179
M1821427,-0.255,5,0.0,60.0,40.0,0.55,0.013,0.013,0.0
M1821480,0.403,5,80.0,20.0,0.0,0.571,0.145,0.154,0.093
M1821549,0.62,5,100.0,0.0,0.0,0.794,0.24,0.513,0.123
M1821593,0.258,5,60.0,40.0,0.0,0.515,0.03,0.201,0.101
M1821641,0.023,5,40.0,40.0,20.0,0.565,0.104,0.104,0.099
M1821658,-0.204,5,20.0,20.0,60.0,0.729,0.0,0.025,-0.175
M1821694,0.056,5,60.0,20.0,20.0,0.469,0.042,0.064,0.0
M1821700,-0.072,5,40.0,0.0,60.0,0.723,-0.076,0.127,0.123
M1823664,-0.473,5,0.0,20.0,80.0,0.573,-0.1,-0.247,0.0
M1823672,-0.182,5,20.0,40.0,40.0,0.496,-0.076,0.024,0.0
M1824254,-0.245,5,0.0,60.0,40.0,0.51,0.004,0.004,0.0
M1825157,0.156,5,60.0,20.0,20.0,0.537,0.097,0.072,0.093
M1825683,0.151,5,40.0,60.0,0.0,0.401,0.05,0.134,0.0
M1826590,-0.078,5,20.0,60.0,20.0,0.56,0.0,0.0,0.0
M1827487,0.423,5,80.0,0.0,20.0,0.561,0.172,0.15,0.172
M1827512,0.311,5,60.0,20.0,20.0,0.563,0.13,0.25,0.0
M1827579,-0.236,5,0.0,80.0,20.0,0.493,0.021,-0.126,0.0
M1828959,-0.44,5,0.0,20.0,80.0,0.692,0.0,-0.098,0.0
M1828970,-0.187,5,20.0,40.0,40.0,0.475,0.047,0.017,0.0
M1828995,0.146,5,40.0,40.0,20.0,0.461,0.043,0.125,0.0
M1829012,-0.057,5,40.0,40.0,20.0,0.415,0.004,0.004,0.0
M1830713,-0.117,5,20.0,40.0,40.0,0.634,-0.076,0.047,0.123
M1832382,0.505,5,100.0,0.0,0.0,0.617,0.261,0.201,0.194
M1833116,0.074,5,40.0,60.0,0.0,0.375,0.017,0.017,0.0
M1833673,-0.249,5,20.0,20.0,60.0,0.594,0.0,0.049,0.123
M1833844,0.067,5,20.0,60.0,20.0,0.634,0.117,0.117,0.0
M1836808,-0.361,5,0.0,60.0,40.0,0.577,0.017,-0.276,0.0
M1836944,-0.082,5,40.0,20.0,40.0,0.607,-0.034,-0.099,0.123
M1837562,0.18,5,60.0,20.0,20.0,0.567,0.23,0.013,0.187
M1837613,-0.037,5,40.0,40.0,20.0,0.433,0.017,0.117,0.0
M1837636,0.037,5,20.0,60.0,20.0,0.652,0.0,0.123,0.123
M1837703,-0.572,5,0.0,20.0,80.0,0.599,0.013,-0.28,0.0
M1837709,-0.046,5,40.0,20.0,40.0,0.631,0.013,0.09,0.123
M1838520,-0.367,5,20.0,0.0,80.0,0.549,0.0,-0.098,0.0
M1838544,-0.305,5,0.0,60.0,40.0,0.536,-0.076,-0.15,0.0
M1838556,-0.153,5,0.0,80.0,20.0,0.46,0.011,-0.063,0.0
M1838571,-0.014,5,20.0,60.0,20.0,0.504,0.015,0.018,0.0
M1838603,0.349,5,60.0,40.0,0.0,0.583,0.107,0.215,0.217
M1838722,-0.193,5,20.0,40.0,40.0,0.661,0.0,-0.023,0.123
M1839492,-0.033,5,40.0,40.0,20.0,0.59,0.151,-0.026,0.0
M1839494,-0.086,5,40.0,20.0,40.0,0.636,0.204,0.057,0.0
M1839522,0.342,5,80.0,20.0,0.0,0.563,0.068,0.25,0.0
M1839596,0.44,5,80.0,20.0,0.0,0.66,0.161,0.363,0.0
M1839642,-0.188,5,0.0,80.0,20.0,0.439,0.021,-0.126,0.0
M1839654,0.405,5,60.0,20.0,20.0,0.655,0.193,0.25,0.093
M1840309,0.22,5,60.0,20.0,20.0,0.59,-0.047,0.197,0.123
M1840417,0.134,5,40.0,40.0,20.0,0.589,0.207,0.015,0.093
M1841642,-0.342,5,0.0,40.0,60.0,0.564,-0.083,-0.083,0.0
M1843287,0.269,5,60.0,20.0,20.0,0.63,0.197,0.254,0.093
M1843866,0.597,5,80.0,20.0,0.0,0.741,0.127,0.511,0.123
M1844203,-0.377,5,0.0,40.0,60.0,0.5,0.015,0.015,0.0
M1845838,-0.17,5,20.0,40.0,40.0,0.635,-0.007,-0.1,0.093
M1846487,-0.427,5,0.0,20.0,80.0,0.549,-0.1,-0.1,0.0
M1846589,0.161,5,60.0,20.0,20.0,0.526,0.168,0.026,0.0
M1847731,0.177,5,40.0,60.0,0.0,0.544,0.038,0.158,0.0
M1847746,-0.226,5,0.0,60.0,40.0,0.475,0.017,-0.081,0.0
M1850397,-0.18,5,20.0,40.0,40.0,0.626,0.004,-0.13,0.0
M1850419,0.104,5,20.0,80.0,0.0,0.578,0.008,0.158,0.0
M1850457,-0.286,5,20.0,20.0,60.0,0.66,0.004,-0.019,0.123
M1852770,-0.366,5,20.0,0.0,80.0,0.622,-0.2,-0.148,0.0
M1853563,0.334,5,80.0,20.0,0.0,0.616,0.227,0.204,0.093
M1853614,0.093,5,60.0,40.0,0.0,0.528,0.038,0.0,0.201
M1853643,-0.364,5,20.0,20.0,60.0,0.596,-0.2,-0.298,0.0
M1853728,0.559,5,100.0,0.0,0.0,0.686,0.147,0.473,0.123
M1853739,-0.113,5,20.0,60.0,20.0,0.567,0.0,-0.069,0.0
M1854236,0.135,5,40.0,60.0,0.0,0.461,0.011,0.123,0.0
M1854513,0.407,5,80.0,20.0,0.0,0.651,0.0,0.414,0.0
M1854564,-0.011,5,20.0,60.0,20.0,0.632,-0.087,0.037,0.123
M1855199,0.054,5,40.0,40.0,20.0,0.621,0.0,0.077,0.123
M1855236,-0.219,5,20.0,40.0,40.0,0.601,-0.1,-0.1,0.0
M1855325,-0.329,5,20.0,20.0,60.0,0.558,-0.072,-0.215,0.0
M1856101,0.404,5,60.0,40.0,0.0,0.613,0.24,0.39,0.0
M1858481,-0.41,5,0.0,40.0,60.0,0.474,-0.061,-0.135,0.0
M1859446,-0.176,5,0.0,80.0,20.0,0.411,0.031,-0.116,0.0
M1859650,-0.271,5,20.0,20.0,60.0,0.716,0.093,-0.245,0.093
M1860213,0.249,5,60.0,40.0,0.0,0.579,0.097,0.204,0.093
M1860238,-0.277,5,20.0,20.0,60.0,0.624,0.004,-0.042,0.101
M1860242,0.305,5,80.0,20.0,0.0,0.505,0.193,0.127,0.0
M1860353,-0.178,5,20.0,40.0,40.0,0.631,0.097,-0.094,-0.105
M1860355,0.547,5,100.0,0.0,0.0,0.715,0.3,0.303,0.31
M1860357,0.561,5,100.0,0.0,0.0,0.606,0.0,0.485,0.123
M1862079,-0.16,5,20.0,60.0,20.0,0.473,0.008,0.008,0.0
M1863201,-0.471,5,0.0,40.0,60.0,0.578,-0.092,-0.337,0.0
M1865425,0.291,5,60.0,20.0,20.0,0.519,0.103,0.224,0.093
M1865505,0.406,5,80.0,20.0,0.0,0.561,0.051,0.353,0.174
M1865567,-0.226,5,20.0,40.0,40.0,0.519,0.0,-0.129,0.0
M1866249,-0.075,5,20.0,40.0,40.0,0.597,-0.087,0.037,0.123
M1867093,-0.232,5,0.0,60.0,40.0,0.536,0.004,0.004,0.0
M1869347,-0.175,5,20.0,40.0,40.0,0.584,0.004,0.084,0.0
M1869716,0.117,5,40.0,40.0,20.0,0.685,-0.007,0.0,0.093
M1870419,-0.338,5,0.0,20.0,80.0,0.612,0.004,0.004,0.0
M1870529,0.154,5,40.0,60.0,0.0,0.498,0.021,0.144,0.123
M1872181,0.083,5,40.0,60.0,0.0,0.397,0.061,0.019,0.0
M1872194,0.412,5,80.0,20.0,0.0,0.563,0.175,0.154,0.093
M1872818,0.418,5,60.0,40.0,0.0,0.664,0.204,0.327,0.123
M1876277,-0.031,5,20.0,60.0,20.0,0.38,0.019,0.019,0.0
M1877832,0.499,5,100.0,0.0,0.0,0.526,0.134,0.235,0.202
M1878841,-0.57,5,0.0,20.0,80.0,0.534,-0.187,-0.333,0.0
M1878870,0.107,5,40.0,60.0,0.0,0.525,0.104,0.104,0.0
M1878942,0.075,5,40.0,40.0,20.0,0.542,-0.065,0.027,0.123
M1879032,-0.334,5,0.0,60.0,40.0,0.588,-0.096,-0.243,0.0
M1880399,0.255,5,60.0,40.0,0.0,0.497,0.13,0.2,0.0
M1881002,-0.139,5,20.0,40.0,40.0,0.662,0.13,0.032,0.0
M1883180,0.039,5,40.0,40.0,20.0,0.588,0.117,0.197,0.0
M1884457,-0.401,5,20.0,0.0,80.0,0.546,-0.076,0.024,0.0
M1885300,-0.074,5,40.0,20.0,40.0,0.629,-0.003,-0.142,0.194
M1886493,-0.438,5,0.0,20.0,80.0,0.639,0.004,0.004,0.0
M1891884,-0.551,5,0.0,20.0,80.0,0.558,-0.076,-0.297,0.0
M1893256,0.051,5,20.0,60.0,20.0,0.463,0.108,0.015,0.093
M1893273,-0.248,5,0.0,60.0,40.0,0.472,0.04,-0.058,0.0
M1894476,0.001,5,20.0,60.0,20.0,0.458,0.117,0.117,0.0
M1895315,-0.008,5,20.0,60.0,20.0,0.555,0.008,0.01,0.101
M1895587,0.491,5,100.0,0.0,0.0,0.63,0.06,0.353,0.123
M1899353,0.112,5,20.0,60.0,20.0,0.363,0.03,0.131,0.101
M1901024,-0.394,5,0.0,40.0,60.0,0.516,-0.087,-0.283,0.0
M1901040,0.338,5,60.0,40.0,0.0,0.672,0.193,0.2,0.093
M1904996,0.233,5,60.0,20.0,20.0,0.539,-0.076,0.197,0.123
M1905040,-0.082,5,20.0,60.0,20.0,0.448,0.017,0.019,0.0
M1905041,0.3,5,80.0,0.0,20.0,0.646,0.128,0.188,0.123
M1906329,-0.214,5,20.0,40.0,40.0,0.49,0.017,0.019,0.0
M1907668,0.391,5,60.0,40.0,0.0,0.735,0.353,0.353,0.0
M1907779,-0.236,5,0.0,60.0,40.0,0.435,-0.042,-0.042,0.0
M1911553,-0.152,5,20.0,40.0,40.0,0.452,0.043,-0.085,0.0
M1911644,0.211,5,40.0,60.0,0.0,0.488,0.114,0.132,0.093
M1911658,0.096,5,20.0,60.0,20.0,0.472,0.017,0.167,0.013
M1911662,-0.389,5,0.0,40.0,60.0,0.54,-0.061,-0.208,0.0
M1912398,0.17,5,40.0,60.0,0.0,0.557,0.113,0.193,0.0
M1913166,-0.232,5,20.0,20.0,60.0,0.684,0.0,0.003,0.0
M1915581,0.045,5,40.0,20.0,40.0,0.655,0.004,0.154,0.0
M1920849,-0.115,5,20.0,20.0,60.0,0.637,0.0,0.025,0.123
M1920945,0.202,5,40.0,40.0,20.0,0.5,0.043,0.163,0.0
M1921064,-0.337,5,20.0,20.0,60.0,0.683,0.0,-0.244,0.123
M1921070,-0.5,5,0.0,20.0,80.0,0.726,0.0,-0.245,0.0
M1921149,0.45,5,80.0,0.0,20.0,0.721,0.187,0.251,0.288
M1922685,-0.238,5,20.0,20.0,60.0,0.584,-0.296,-0.146,0.0
M1922777,-0.118,5,20.0,40.0,40.0,0.669,0.0,-0.023,0.123
M1924245,-0.2,5,40.0,20.0,40.0,0.551,0.0,-0.098,0.0
M1924394,-0.035,5,20.0,40.0,40.0,0.499,-0.022,-0.1,0.078
M1924396,0.514,5,80.0,0.0,20.0,0.658,0.038,0.423,0.123
M1924429,0.111,5,20.0,60.0,20.0,0.592,0.004,0.154,0.0
M1924435,-0.291,5,20.0,20.0,60.0,0.518,0.061,0.013,0.0
M1925421,0.206,5,80.0,0.0,20.0,0.693,0.093,0.173,0.093
M1925431,-0.208,5,20.0,20.0,60.0,0.612,0.0,-0.143,0.0
M1925435,-0.159,5,20.0,40.0,40.0,0.608,0.013,-0.085,0.0
M1925479,-0.286,5,20.0,20.0,60.0,0.637,-0.196,-0.171,0.123
M1928330,-0.068,5,40.0,20.0,40.0,0.506,0.066,0.066,0.0
M1928337,-0.163,5,20.0,40.0,40.0,0.61,-0.096,-0.096,0.0
M1928340,0.047,5,60.0,20.0,20.0,0.614,0.131,-0.098,0.093
M1929263,0.218,5,40.0,60.0,0.0,0.485,0.031,0.254,0.123
M1929308,-0.275,5,0.0,40.0,60.0,0.523,0.013,0.013,0.0
M1930294,-0.436,5,20.0,0.0,80.0,0.746,0.013,-0.28,0.0
M1930546,-0.584,5,0.0,20.0,80.0,0.605,-0.196,-0.441,0.0
M1931388,0.07,5,20.0,60.0,20.0,0.452,0.114,0.114,0.0
M1931435,-0.325,5,20.0,20.0,60.0,0.589,0.013,-0.133,0.0
M1931533,-0.153,5,20.0,40.0,40.0,0.646,0.113,-0.033,0.0
M1931602,-0.382,5,0.0,40.0,60.0,0.525,-0.087,-0.087,0.0
M1932718,-0.27,5,0.0,60.0,40.0,0.543,-0.096,-0.194,0.0
M1932767,0.258,5,60.0,20.0,20.0,0.517,0.1,0.2,0.0
M1934205,0.517,5,100.0,0.0,0.0,0.701,0.131,0.347,0.34
M1935065,-0.21,5,20.0,20.0,60.0,0.555,0.104,0.006,0.0
M1935089,0.155,5,40.0,60.0,0.0,0.594,0.004,0.105,0.101
M1935156,0.559,5,80.0,20.0,0.0,0.657,0.293,0.35,0.093
M1935179,0.262,5,60.0,20.0,20.0,0.479,0.127,0.104,0.093
M1935194,-0.449,5,0.0,40.0,60.0,0.5,0.019,-0.202,0.0
M1935302,-0.649,5,0.0,0.0,100.0,0.571,-0.152,-0.447,0.0
M1935859,-0.015,5,20.0,60.0,20.0,0.608,0.004,-0.019,0.123
M1935896,-0.416,5,0.0,40.0,60.0,0.591,0.004,-0.094,0.0
M1935897,-0.533,5,0.0,20.0,80.0,0.649,-0.1,-0.247,0.0
M1935902,0.06,5,40.0,40.0,20.0,0.556,0.107,-0.022,0.093
M1935914,0.127,5,20.0,80.0,0.0,0.447,0.034,0.184,0.0
M1935940,0.047,5,20.0,80.0,0.0,0.46,0.124,0.031,0.093
M1937118,-0.078,5,0.0,80.0,20.0,0.451,0.021,0.021,0.0
M1937149,0.242,5,40.0,60.0,0.0,0.803,0.227,0.227,0.0
M1937264,0.157,5,60.0,0.0,40.0,0.608,0.123,0.025,0.217
M1937390,0.257,5,60.0,20.0,20.0,0.653,0.193,0.25,0.093
M1937449,0.008,5,20.0,40.0,40.0,0.518,-0.1,0.023,0.123
